category,title_categories,summarize_categories,title,author,fascicle,year,start_page,end_page,pdf_link,id
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Ciencia', 'Derecho', 'Concepción', 'Inmanuel Kant']","['Derecho', 'Kant', 'Conocimiento', 'Razón', 'Ciencia']",La Ciencia y el Derecho en la concepción de Inmanuel Kant,Juan Vallet de Goytisolo,1,2005,00017,00034,abrir_pdf.php?id=ANU-M-2005-10001700034,ANU-M-2005-10001700034
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Proyecto', 'Tratado', 'Establecimiento', 'Constitución', 'Ratificación', 'Entrada', 'Vigor']","['Tratado', 'Artículo', 'Constitución', 'Unión', 'Derecho']",El proyecto de Tratado para el establecimiento de una Constitución europea: ratificación y entrada en vigor,Miguel Herrero y Rodríguez de Miñón,1,2005,00035,00054,abrir_pdf.php?id=ANU-M-2005-10003500054,ANU-M-2005-10003500054
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Museo', 'Antigüedades', 'Curiosidades', 'Profesor', 'Pablo Lucas Verdú']","['Política', 'Madrid', 'Págs', 'Isto', 'Constitución']",Museo de antigüedades y de curiosidades constitucionales recogidas y comentadas por el profesor Pablo Lucas Verdú,Pablo Lucas Verdú,1,2005,00055,00086,abrir_pdf.php?id=ANU-M-2005-10005500086,ANU-M-2005-10005500086
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Asturias', 'España', 'Pensamiento', 'Jovellanos']","['Jovellanos', 'España', 'Patria', 'Asturiano', 'Asturias']",Asturias y España en el pensamiento de Jovellanos,Sabino Fernández Campo,1,2005,00087,00098,abrir_pdf.php?id=ANU-M-2005-10008700098,ANU-M-2005-10008700098
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Protección', 'Derechos', 'Proyecto', 'Tratado', 'Constitución', 'Europa']","['Derechos', 'Europea', 'Unión', 'Cedh', 'Artículo']",La protección de los derechos fundamentales en el proyecto de Tratado por el que se instituye una Constitución para Europa,Manuel Jiménez de Parga y Cabrera,1,2005,00099,00114,abrir_pdf.php?id=ANU-M-2005-10009900114,ANU-M-2005-10009900114
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Exigencia', 'Respeto', 'Derechos Humanos', 'Libertades', 'Unión Europea', 'Mecanismos Prevención Observancia Valores Comunes Unión Europea Y Sanción Caso Incumplimiento Miembro']","['Miembros', 'Artículo', 'Unión', 'Valores']",La exigencia del respeto de los derechos humanos y las libertades fundamentales en la Unión Europea. Mecanismos de prevención de la observancia de los valores comunes de la Unión Europea y de sanción en caso de incumplimiento de los mismos en un Estado miembro,Juan Antonio Carrillo Salcedo,1,2005,00115,00122,abrir_pdf.php?id=ANU-M-2005-10011500122,ANU-M-2005-10011500122
"['Intervenciones Académicas', 'Ciencias Sociales']","['Europa', 'Sosiego']","['Unión', '2005', 'Unidos', 'Países']",Hacia Europa con sosiego,Juan Velarde Fuertes,1,2005,00125,00144,abrir_pdf.php?id=ANU-M-2005-10012500144,ANU-M-2005-10012500144
"['Intervenciones Académicas', 'Ciencias Sociales']",['Cultura'],"['Sociales', 'Ciencias', 'Ciencia', 'Científica', 'Sociedad']",La tercera cultura,Salustiano del Campo Urbano,1,2005,00145,00160,abrir_pdf.php?id=ANU-M-2005-10014500160,ANU-M-2005-10014500160
"['Intervenciones Académicas', 'Ciencias Sociales']","['Vía', 'Ciencia', 'Razón']","['Ciencia', 'Mundo', 'Vida', 'Realidad', 'Humano']",La otra vía (Ciencia y razón antropológica),Carmelo Lisón Tolosana,1,2005,00161,00186,abrir_pdf.php?id=ANU-M-2005-10016100186,ANU-M-2005-10016100186
"['Intervenciones Académicas', 'Ciencias Sociales']","['Investigación', 'España']","['Investigación', 'Medicina', 'Científica', 'Centros', 'Enfermedades']",Investigación biomédica en España,José María Segovia de Arana,1,2005,00187,00199,abrir_pdf.php?id=ANU-M-2005-10018700199,ANU-M-2005-10018700199
"['Intervenciones Académicas', 'Ciencias Económicas']","['Importancia', 'Instituciones', 'Crecimiento', 'Caso', 'Economía']","['Economía', 'Española', 'Años', 'Público', 'Crecimiento']",La importancia de las instituciones públicas para el crecimiento potencial: el caso de la economía española,Julio Segura Sánchez,1,2005,00203,00220,abrir_pdf.php?id=ANU-M-2005-10020300220,ANU-M-2005-10020300220
"['Intervenciones Académicas', 'Ciencias Económicas']","['Decisiones', 'Leyes']","['Cápita', 'España', 'Países', '3.28']",Por qué pasa lo que pasa. Las decisiones políticas y las leyes económicas,Rafael Termes Carreró,1,2005,00221,00252,abrir_pdf.php?id=ANU-M-2005-10022100252,ANU-M-2005-10022100252
"['Intervenciones Académicas', 'Ciencias Económicas']","['Pobreza', 'Crecimiento']","['Países', 'Pobreza', 'Renta', 'Crecimiento', 'China']",Pobreza y crecimiento,Jaime Terceiro Lomba,1,2005,00253,00272,abrir_pdf.php?id=ANU-M-2005-10025300272,ANU-M-2005-10025300272
"['Intervenciones Académicas', 'Ciencias Económicas']","['Marco', 'Estabilidad', 'Traslación', 'Constitución Europea']","['Déficit', 'Política', 'Deuda', 'Público', 'Unión']",El marco conceptual de la estabilidad presupuetaria y su traslación en la Constitución Europea,José Barea Tejeiro,1,2005,00273,00298,abrir_pdf.php?id=ANU-M-2005-10027300298,ANU-M-2005-10027300298
"['Intervenciones Académicas', 'Ciencias Económicas']","['Madrid', 'Capital', 'Perspectivas']","['Madrid', 'España', 'Economía', 'Capital', 'Siglo']","Madrid, capital económica: Nuevas perspectivas",José Luis García Delgado,1,2005,00299,00312,abrir_pdf.php?id=ANU-M-2005-10029900312,ANU-M-2005-10029900312
"['Intervenciones Académicas', 'Ciencias Económicas']",[],"['Economía', 'Subsistema', 'Profundidad', 'Realidad', 'Alcanza']",Conocer y saber,Carmelo Lisón Tolosana,1,2005,00313,00316,abrir_pdf.php?id=ANU-M-2005-10031300316,ANU-M-2005-10031300316
"['Intervenciones Académicas', 'Ciencias Económicas']","['España', 'Comercio', 'Problemas']","['Países', 'España', 'Comercio', 'Años', 'Balanza']",España y el comercio internacional. Problemas actuales,José María Serrano Sanz,1,2005,00317,00334,abrir_pdf.php?id=ANU-M-2005-10031700334,ANU-M-2005-10031700334
"['Intervenciones Académicas', 'Ciencias Económicas']","['Proteccionismo', 'Nacionalismo', 'Pensamiento', 'Cánovas Castillo']","['Cánovas', 'Protección', 'Política', 'Pág', 'Naciones']",Proteccionismo y nacionalismo en el pensamiento de Cánovas del Castillo,Pedro Schwartz Girón,1,2005,00335,00375,abrir_pdf.php?id=ANU-M-2005-10033500375,ANU-M-2005-10033500375
"['Intervenciones Académicas', 'Ciencias Filosóficas']",['Idealismo'],"['Idealismo', 'Mundo', 'Historia', 'Hegel', 'Lingüístico']",Del idealismo lingüístico actual,José Luis Pinillos Díaz,1,2005,00379,00398,abrir_pdf.php?id=ANU-M-2005-10037900398,ANU-M-2005-10037900398
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Enigma', 'Belleza']","['Belleza', 'Obra', 'Vida', 'Beethoven', 'Arte']",El enigma de la belleza,Alfonso López Quintás,1,2005,00399,00426,abrir_pdf.php?id=ANU-M-2005-10039900426,ANU-M-2005-10039900426
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Trayectoria', 'Papa', 'Benedicto Xvi']","['Dios', 'Razón', 'Hombre', 'Ratzinger', 'Iglesia']",La trayectoria intelectual del nuevo Papa: Benedicto XVI,Olegario González de Cardedal,1,2005,00427,00446,abrir_pdf.php?id=ANU-M-2005-10042700446,ANU-M-2005-10042700446
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Kant', 'Nihilismo']","['Nihilismo', 'Revolución', 'Kant', 'Dios', 'Ideas']",Kant y el nihilismo,Dalmacio Negro Pavón,1,2005,00447,00466,abrir_pdf.php?id=ANU-M-2005-10044700466,ANU-M-2005-10044700466
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Tolerancia', 'Virtud', 'Apuntes', 'Historia']","['Conciencia', 'Tolerancia', 'Libertad', 'Derecho', 'Religión']","La tolerancia, virtud liberal. Apuntes para una historia de la tolerancia",Pedro Cerezo Galán,1,2005,00467,00502,abrir_pdf.php?id=ANU-M-2005-10046700502,ANU-M-2005-10046700502
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Cervantes', 'Quijote', 'Visión', 'Julián Marías']","['Quijote', 'Marías', 'Cervantes', 'Vida', 'Mundo']","Cervantes y "" El Quijote"" en la visión de Julián Marías",Heliodoro Carpintero Capell,1,2005,00503,00526,abrir_pdf.php?id=ANU-M-2005-10050300526,ANU-M-2005-10050300526
"['Intervenciones Académicas', 'Otras disertaciones']","['Catolicismo', 'Opinión', 'Mediados', 'Siglo Xix']","['Iglesia', 'Prensa', 'Catolicismo', 'España', 'Opinión']",Catolicismo y opinión pública a mediados del siglo XIX,José Manuel Cuenca Toribio,1,2005,00529,00552,abrir_pdf.php?id=ANU-M-2005-10052900552,ANU-M-2005-10052900552
"['Intervenciones Académicas', 'Otras disertaciones']","['Contribución', 'España', 'Españoles', 'Derecho', 'Particular', 'Arreglo', 'Controversias']","['Corte', 'Derecho', 'España', 'Internacional', 'Español']","La contribución de España y los españoles al Derecho internacional, en particular al arreglo pacífico de las controversias internacionales",Philippe Couvreur,1,2005,00553,00594,abrir_pdf.php?id=ANU-M-2005-10055300594,ANU-M-2005-10055300594
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Busca', 'Montesquieu', 'Democracia', 'Mundialización']","['Poderes', 'Democracia', 'Libertad']",En busca de Montesquieu. Democracia y mundialización,Pedro Schwartz Girón,1,2005,00599,00612,abrir_pdf.php?id=ANU-M-2005-10059900612,ANU-M-2005-10059900612
"['Otras Actividades Académicas', 'Nuevos ingresos']","['Extracto Discurso Ingreso Excmo', 'Sr. D. Juan Antonio Carrillo Salcedo', 'Permanencia', 'Cambios', 'Derecho']","['Internacional', 'Derecho', 'Naciones', 'Orden']",Extracto del Discurso de Ingreso del Excmo. Sr. D. JUAN ANTONIO CARRILLO SALCEDO: Permanencia y cambios en Derecho internacional,Juan Antonio Carrillo Salcedo,1,2005,00613,00626,abrir_pdf.php?id=ANU-M-2005-10061300626,ANU-M-2005-10061300626
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración Centernario', 'Fallecimiento', 'Isabel Ii', 'Cambio', 'Reinado']","['España', 'Banco', 'Política', 'Crisis', 'Real']","""Conmemoración del centernario del fallecimiento de Isabel II"". El cambio económico del reinado de Isabel II",Juan Velarde Fuertes,1,2005,00629,00640,abrir_pdf.php?id=ANU-M-2005-10062900640,ANU-M-2005-10062900640
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración Centernario', 'Fallecimiento', 'Isabel Ii', 'Significado', 'Reinado']","['Constitución', '1845', '1837', 'España', 'Págs']","""Conmemoración del centernario del fallecimiento de Isabel II"". El significado constitucional del reinado de Isabel II",Miguel Herrero y Rodríguez de Miñón,1,2005,00641,00656,abrir_pdf.php?id=ANU-M-2005-10064100656,ANU-M-2005-10064100656
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración Centernario', 'Nacimiento', 'Don José Larraz', 'José Larrraz', 'Ayuda']","['Conjunto', 'País', 'Hacienda', 'Desarrollo', 'Problemas']","""Conmemoración del centernario del nacimiento de Don José Larraz"". José Larrraz, visto con su ayuda",Enrique Fuentes Quintana,1,2005,00657,00664,abrir_pdf.php?id=ANU-M-2005-10065700664,ANU-M-2005-10065700664
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración Centernario', 'Nacimiento', 'Don José Larraz', 'José Larraz', 'Pasos', 'Economía']","['Larraz', 'Economía', 'Banco', 'Española', 'España']","""Conmemoración del centernario del nacimiento de Don José Larraz"". José Larraz: primeros pasos ante la economía española",Juan Velarde Fuertes,1,2005,00665,00678,abrir_pdf.php?id=ANU-M-2005-10066500678,ANU-M-2005-10066500678
"['Otras Actividades Académicas', 'Homenajes académicos']","['Conmemoración Centernario', 'Nacimiento', 'Don José Larraz', 'José Larraz López']","['Guerra', 'Larraz', 'Billetes', 'Banco']","""Conmemoración del centernario del nacimiento de Don José Larraz"". José Larraz López", José Ángel Sánchez Asiaín,1,2005,00679,00691,abrir_pdf.php?id=ANU-M-2005-10067900691,ANU-M-2005-10067900691
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Marcelo González Martín', 'Palabras', 'Excmo', 'Sr. D. Juan Velarde Fuertes']","['Iglesia', 'Hombre', 'González', 'Dios', 'Martín']","""In Memoriam"": Marcelo González Martín. Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2005,00695,00704,abrir_pdf.php?id=ANU-M-2005-10069500704,ANU-M-2005-10069500704
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Marcelo González Martín', 'Palabras', 'Excmo', 'Sr. D. Rafael Palmero']","['Iglesia', 'Amor', 'Marcelo', 'Vida', 'Toledo']","""In Memoriam"": Marcelo González Martín. Palabras del Excmo. Sr. D. Rafael Palmero",Rafael Palmero,1,2005,00705,00714,abrir_pdf.php?id=ANU-M-2005-10070500714,ANU-M-2005-10070500714
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Marcelo González Martín', 'Palabras', 'Excmo', 'Sr. D. Antonio María Rouco Varela']","['Arcelo', 'Iglesia', 'Cardenal', 'Obras', 'Zález']","""In Memoriam"": Marcelo González Martín. Palabras del Excmo. Sr. D. Antonio María Rouco Varela",Antonio María Rouco Varela,1,2005,00715,00722,abrir_pdf.php?id=ANU-M-2005-10071500722,ANU-M-2005-10071500722
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. Salustiano Cambo Urbano']","['Murillo', 'Mundo', 'Consideraciones', 'Punto', 'Contribuciones']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. Salustiano del Cambo Urbano",Salustiano del Campo Urbano,1,2005,00723,00726,abrir_pdf.php?id=ANU-M-2005-10072300726,ANU-M-2005-10072300726
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. José Luis Pinillos']","['Roma', 'Amigo', 'José', 'Castillo', 'Francisco']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. José Luis Pinillos",José Luis Pinillos Díaz,1,2005,00727,00730,abrir_pdf.php?id=ANU-M-2005-10072700730,ANU-M-2005-10072700730
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. Sabino Fernández Campo']","['Murillo', 'Compañero', 'Amigo', 'Academia', 'Quinta']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2005,00731,00734,abrir_pdf.php?id=ANU-M-2005-10073100734,ANU-M-2005-10073100734
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. Manuel Jiménez Parga']","['Sociología', 'Derecho', 'Años', 'Profesores', 'Murillo']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. Manuel Jiménez de Parga",Manuel Jiménez de Parga y Cabrera,1,2005,00735,00738,abrir_pdf.php?id=ANU-M-2005-10073500738,ANU-M-2005-10073500738
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. Julio Iglesias Ussel']","['Murillo', 'Granada', 'Universidad', 'Derecho', 'Años']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. Julio Iglesias de Ussel",Julio Iglesias de Ussel,1,2005,00739,00752,abrir_pdf.php?id=ANU-M-2005-10073900752,ANU-M-2005-10073900752
"['Otras Actividades Académicas', 'Necrologías']","['Memoriam', 'Francisco Murillo Ferrol', 'Palabras', 'Excmo', 'Sr. D. Manuel Ramírez Jiménez']","['Vida', 'Maestro', 'Granada', 'Francisco', 'Viaje']","""In Memoriam"": Francisco Murillo Ferrol. Palabras del Excmo. Sr. D. Manuel Ramírez Jiménez",Manuel Ramírez Jiménez,1,2005,00753,00757,abrir_pdf.php?id=ANU-M-2005-10075300757,ANU-M-2005-10075300757
"['Otras Actividades Académicas', 'Actos públicos']","['Firma', 'Convenio', 'Funcas']","['Biblioteca', 'Acto', 'Fuentes', 'Quintana', 'Personales']",Firma de un convenio bibliotecario con FUNCAS,RACMYP,1,2005,00761,00762,abrir_pdf.php?id=ANU-M-2005-10076100762,ANU-M-2005-10076100762
"['Otras Actividades Académicas', 'Actos públicos']","['Presentación', 'Constitución Europa', 'Respuestas']","['Tratado', 'Academia', 'Participado', 'Partes', 'Expuso']","Presentación de ""¿Por qué una Constitución para Europa? Veinticinco respuestas""",RACMYP,1,2005,00763,00764,abrir_pdf.php?id=ANU-M-2005-10076300764,ANU-M-2005-10076300764
"['Otras Actividades Académicas', 'Actos públicos']",['Entrega Becas Postgrado Fundación Caja Madrid'],"['Ción', 'Instituciones', 'Becas', 'Programa', 'Años']",Entrega de las Becas de Postgrado de la Fundación Caja Madrid,RACMYP,1,2005,00765,00766,abrir_pdf.php?id=ANU-M-2005-10076500766,ANU-M-2005-10076500766
"['Otras Actividades Académicas', 'Noticiario académico']",['Crónica'],"['Academia', 'Acto', 'Presidente', 'Académico', 'Sesión']",Crónica académica,RACMYP,1,2005,00769,00776,abrir_pdf.php?id=ANU-M-2005-10076900776,ANU-M-2005-10076900776
"['Otras Actividades Académicas', 'Noticiario académico']",['Disertaciones'],"['Noviembre', 'Galán', 'Pinillos', 'Díaz', 'García']",Disertaciones,RACMYP,1,2005,00777,00777,abrir_pdf.php?id=ANU-M-2005-10077700777,ANU-M-2005-10077700777
"['Intervenciones Académicas', 'Ciencias Sociales']","['Situación', 'Futuro', 'Control', 'Tribunal Cuentas']","['Tribunal', 'Cuentas', 'España', 'Artículo']",Situación actual y futuro del control del Tribunal de Cuentas,Juan Velarde Fuertes,1,2006,00005,00020,abrir_pdf.php?id=ANU-M-2006-10000500020,ANU-M-2006-10000500020
"['Intervenciones Académicas', 'Ciencias Sociales']","['Dimensiones Mito-Lógicas', 'Quijote']","['Mito', 'Quijote', 'Cervantes', 'Vida', 'Sancho']","Dimensiones Mito-lógicas de ""El Quijote""",Carmelo Lisón Tolosana,1,2006,00021,00034,abrir_pdf.php?id=ANU-M-2006-10002100034,ANU-M-2006-10002100034
"['Intervenciones Académicas', 'Ciencias Sociales']","['Tendencias', 'Salud']","['Salud', 'Pública', 'Países', 'Asistencia', 'Sanitaria']",Tendencias integradoras en salud,José María Segovia de Arana,1,2006,00035,00040,abrir_pdf.php?id=ANU-M-2006-10003500040,ANU-M-2006-10003500040
"['Intervenciones Académicas', 'Ciencias Sociales']","['Crisis', 'Unión Europea']","['Unión', 'Europea', 'Políticas', 'Miembros']",Crisis constitucional de la Unión Europea,Marcelino Oreja Aguirre,1,2006,00041,00068,abrir_pdf.php?id=ANU-M-2006-10004100068,ANU-M-2006-10004100068
"['Intervenciones Académicas', 'Ciencias Económicas']","['Tecnología', 'Problema', 'Europa', 'España']","['Innovación', 'Tecnología', 'Empresas', 'Sistema', 'Tecnológica']",De nuevo la tecnología como problema. Europa y España, José Ángel Sánchez Asiaín,1,2006,00071,00086,abrir_pdf.php?id=ANU-M-2006-10007100086,ANU-M-2006-10007100086
"['Intervenciones Académicas', 'Ciencias Económicas']","['Sostenibilidad', 'Financiación', 'Crecimiento', 'Economía']","['Economía', 'Española', 'Crecimiento', 'Precios', 'Financiación']",La sostenibilidad y la financiación del crecimiento de la economía española,Julio Segura Sánchez,1,2006,00087,00104,abrir_pdf.php?id=ANU-M-2006-10008700104,ANU-M-2006-10008700104
"['Intervenciones Académicas', 'Ciencias Económicas']",['Desigualdad'],"['Desigualdad', 'Renta', 'Social', 'Bienestar', 'Función']",Sobre la desigualdad,Jaime Terceiro Lomba,1,2006,00105,00124,abrir_pdf.php?id=ANU-M-2006-10010500124,ANU-M-2006-10010500124
"['Intervenciones Académicas', 'Ciencias Económicas']","['Crisis', 'Política', 'Unión Europea']","['Unión', 'Europea', 'Países', 'Presupuesto', 'Europa']",La crisis de la política presupuestaria en la Unión Europea,José Barea Tejeiro,1,2006,00125,00142,abrir_pdf.php?id=ANU-M-2006-10012500142,ANU-M-2006-10012500142
"['Intervenciones Académicas', 'Ciencias Económicas']","['Problemas', 'Retos', 'Hora', 'España']","['España', 'Lengua', 'País', 'Español', 'Años']",Problemas y retos de una hora de España,José Luis García Delgado,1,2006,00143,00152,abrir_pdf.php?id=ANU-M-2006-10014300152,ANU-M-2006-10014300152
"['Intervenciones Académicas', 'Ciencias Económicas']","['Debacle', 'Constitución', 'Europa', 'Orígenes']","['Mercado', 'Constitución', 'Países', 'Social', 'Europeo']","Tras la debacle de la ""Constitución para Europa"": ¡Volvamos a los orígenes!""",Pedro Schwartz Girón,1,2006,00153,00165,abrir_pdf.php?id=ANU-M-2006-10015300165,ANU-M-2006-10015300165
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Naturaleza', 'Mente']","['Ciencia', 'Mente', 'Cuerpo', 'Hombre', 'Siglo']",Sobre la naturaleza de la mente,José Luis Pinillos Díaz,1,2006,00169,00188,abrir_pdf.php?id=ANU-M-2006-10016900188,ANU-M-2006-10016900188
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Creatividad', 'Vida']","['Vida', 'Entorno', 'Realidades', 'Creativa', 'Posibilidades']",La creatividad en la vida cotidiana,Alfonso López Quintás,1,2006,00189,00204,abrir_pdf.php?id=ANU-M-2006-10018900204,ANU-M-2006-10018900204
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Recepción', 'Concilio', 'Vaticano Ii', 'España', 'Reflexiones', 'Cuarenta Años', 'Clausura']","['Iglesia', 'Concilio', 'Dios', 'Vida', 'Religiosa']",La recepción del concilio Vaticano II en España. Reflexiones a los cuarenta años de su clausura,Olegario González de Cardedal,1,2006,00205,00230,abrir_pdf.php?id=ANU-M-2006-10020500230,ANU-M-2006-10020500230
"['Intervenciones Académicas', 'Ciencias Filosóficas']",['Rousseau'],"['Rousseau', 'Política', 'Moral', 'Hombre']",El estado moral de Rousseau,Dalmacio Negro Pavón,1,2006,00231,00258,abrir_pdf.php?id=ANU-M-2006-10023100258,ANU-M-2006-10023100258
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Sentido', 'Formas', 'Diálogo', 'Quijote', 'Homenaje', 'Cervantes', 'Iv Centenario']","['Quijote', 'Sancho', 'Diálogo', 'Caballero', 'Cervantes']","Sentido y formas del diálogo cervantino en ""El Quijote"" (En homenaje a Cervantes en el IV Centenario del ""Quijote""",Pedro Cerezo Galán,1,2006,00259,00296,abrir_pdf.php?id=ANU-M-2006-10025900296,ANU-M-2006-10025900296
"['Intervenciones Académicas', 'Ciencias Filosóficas']","['Julián Marías', 'Maestros', 'Academia', 'García Morente', 'Zaragüeta', 'Besteiro']","['Marías', 'Guerra', 'España', 'Consejo', 'Morente']","Julián Marías y sus maestros de la Academia : García Morente, Zaragüeta y Besteiro",Heliodoro Carpintero Capell,1,2006,00297,00324,abrir_pdf.php?id=ANU-M-2006-10029700324,ANU-M-2006-10029700324
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Partidos', 'Dinámica']","['Partidos', 'Sistema', 'Social', 'Políticos', 'Definitiva']",Partidos políticos y dinámica social,Manuel Fraga Iribarne,1,2006,00327,00334,abrir_pdf.php?id=ANU-M-2006-10032700334,ANU-M-2006-10032700334
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Reforma', 'Tribunal Constitucional']","['Tribunal', 'Amparo', 'Constitucional', 'Derechos', 'Artículo']",La reforma del Tribunal Constitucional,Jesús González Pérez,1,2006,00335,00360,abrir_pdf.php?id=ANU-M-2006-10033500360,ANU-M-2006-10033500360
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Positivismo', 'Augusto Comte', 'Ciencia', 'Derecho', 'Siglo Xx']","['Comte', 'Ciencia', 'Derecho', 'Filosofía', 'Social']",El positivismo científico de Augusto Comte y lo utilizado de él por la ciencia del derecho en el siglo XX,Juan Vallet de Goytisolo,1,2006,00361,00384,abrir_pdf.php?id=ANU-M-2006-10036100384,ANU-M-2006-10036100384
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Europeización', 'Constitución', 'Contribución', 'Reforma']","['Derecho', 'Constitucional', 'Unión', 'Constitución', 'Integración']",Europeización de la constitución española (contribución a la reforma constitucional),Miguel Herrero y Rodríguez de Miñón,1,2006,00385,00414,abrir_pdf.php?id=ANU-M-2006-10038500414,ANU-M-2006-10038500414
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Doctrina', 'Siglos', 'Xix', 'Hipótesis', 'Heterogénesis', 'Fines']","['Páginas', 'Derecho', 'Fines', 'Política', 'Siguientes']",La doctrina alemana de los siglos XIX y XX contemplados desde la hipótesis de la heterogénesis de los fines,Pablo Lucas Verdú,1,2006,00415,00434,abrir_pdf.php?id=ANU-M-2006-10041500434,ANU-M-2006-10041500434
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Torno', 'Reforma', 'Supresión', 'Actual Preferencia', 'Varón', 'Mujer', 'Sucesión', 'Corona']","['Constitución', 'Reforma', 'Sucesión', 'Artículo', 'Mujer']",En torno a una posible reforma constitucional. La supresión de la actual preferencia del varón sobre la mujer en la sucesión a la Corona,Sabino Fernández Campo,1,2006,00435,00448,abrir_pdf.php?id=ANU-M-2006-10043500448,ANU-M-2006-10043500448
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Laicismo', 'Retorno', 'Vieja Categoría', 'Reflexión', 'Doctrina', 'Iglesia']","['Social', 'Iglesia', 'Política', 'Político']",El laicismo. El retorno intelectual y cultural de una vieja categoría política. Reflexión crítica a partir de la doctrina social de la Iglesia,Antonio María Rouco Varela,1,2006,00449,00464,abrir_pdf.php?id=ANU-M-2006-10044900464,ANU-M-2006-10044900464
"['Intervenciones Académicas', 'Ciencias Políticas y Jurídicas']","['Europa', 'Tratado', 'Constitución']","['Derechos', 'Social', 'Unión', 'Sociales', 'Protección']",La Europa social en el Tratado por el que se establece una constitución para Europa,Juan Antonio Carrillo Salcedo,1,2006,00465,00478,abrir_pdf.php?id=ANU-M-2006-10046500478,ANU-M-2006-10046500478
"['Intervenciones Académicas', 'Otras disertaciones']","['Proceso', 'Convocatoria', 'Cortes']","['Junta', 'Revolución', 'Cortes', 'España', 'Central']",El proceso constituyente gaditano: hacia la convocatoria de Cortes,José Manuel Cuenca Toribio,1,2006,00481,00526,abrir_pdf.php?id=ANU-M-2006-10048100526,ANU-M-2006-10048100526
"['Intervenciones Académicas', 'Otras disertaciones']","['Iniciativa', 'Minería', 'Mediados', 'Siglo Xix', 'Modelo']","['Odelo', 'Empresas', 'Minera', 'Minas', 'Empresa']",La iniciativa privada en la minería española a mediados del siglo XIX ¿un modelo nacional y mediterráneo?,Gérard Chastagnaret,1,2006,00527,00550,abrir_pdf.php?id=ANU-M-2006-10052700550,ANU-M-2006-10052700550
"['Intervenciones Académicas', 'Otras disertaciones']","['Enfoques', 'Tendencias', 'Educación']","['Alumnos', 'Educación', 'Sociedad', 'Grupo', 'Organización']",Enfoques y tendencias sociológicas en la educación,Gustavo De Huélano y Ortiz,1,2006,00551,00576,abrir_pdf.php?id=ANU-M-2006-10055100576,ANU-M-2006-10055100576
