id,category,title,author,facicle,year,start_page,end_page,pdf_link
ANU-M-2007-10039100402,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Manifestaciones de la voluntad popular,Manuel Jiménez de Parga y Cabrera,1,2007,00391,00402,abrir_pdf.php?id=ANU-M-2007-10039100402
ANU-M-2007-10040300411,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Soberanía de los Estados y Organización Internacional: una tensión dialéctica,Juan Antonio Carrillo Salcedo,1,2007,00403,00411,abrir_pdf.php?id=ANU-M-2007-10040300411
ANU-M-2007-10041500430,Intervenciones Académicas. Secciones. Ciencias Sociales,"La transparencia de las leyes generales presupuetarias, como elemento esencial para el control externo de los ingresos y gastos de la administración pública",Juan Velarde Fuertes,1,2007,00415,00430,abrir_pdf.php?id=ANU-M-2007-10041500430
ANU-M-2007-10043100444,Intervenciones Académicas. Secciones. Ciencias Sociales,Sexualidad y procreacion,Salustiano del Campo Urbano,1,2007,00431,00444,abrir_pdf.php?id=ANU-M-2007-10043100444
ANU-M-2007-10044500454,Intervenciones Académicas. Secciones. Ciencias Sociales,"Modos de ver, maneras de actuar",Carmelo Lisón Tolosana,1,2007,00445,00454,abrir_pdf.php?id=ANU-M-2007-10044500454
ANU-M-2007-10045500464,Intervenciones Académicas. Secciones. Ciencias Sociales,Aspectos generales de la economía de la salud,José María Segovia de Arana,1,2007,00455,00464,abrir_pdf.php?id=ANU-M-2007-10045500464
ANU-M-2007-10046500482,Intervenciones Académicas. Secciones. Ciencias Sociales,El restablecimiento de relaciones diplomáticas con México en el marco de la transición política,Marcelino Oreja Aguirre,1,2007,00465,00482,abrir_pdf.php?id=ANU-M-2007-10046500482
ANU-M-2007-10048300492,Intervenciones Académicas. Secciones. Ciencias Sociales,Nota sobre los males congénitos en la construcción de Europa,Leopoldo Calvo-Sotelo Busteto,1,2007,00483,00492,abrir_pdf.php?id=ANU-M-2007-10048300492
ANU-M-2007-10049500509,Intervenciones Académicas. Otras disertaciones,D. Juan Varela y la política: ¿necesidad o inclinación?,José Manuel Cuenca Toribio,1,2007,00495,00509,abrir_pdf.php?id=ANU-M-2007-10049500509
ANU-M-2007-10051500522,Otras Actividades Académicas. Nuevos ingresos,Política de la memoria,Landelino Lavilla Alsina,1,2007,00515,00522,abrir_pdf.php?id=ANU-M-2007-10051500522
ANU-M-2007-10052300544,Otras Actividades Académicas. Nuevos ingresos,"Los ""sucesos de palacio"" del 28 de noviembre de 1843",Alejandro Nieto García,1,2007,00523,00544,abrir_pdf.php?id=ANU-M-2007-10052300544
ANU-M-2007-10054500554,Otras Actividades Académicas. Nuevos ingresos,El problema de la libertad ante la nueva escisión de la cultura,Mariano Álvarez Gómez,1,2007,00545,00554,abrir_pdf.php?id=ANU-M-2007-10054500554
ANU-M-2007-10055500560,Otras Actividades Académicas. Nuevos ingresos,La huelga: un debate secular,Fernando Suárez González,1,2007,00555,00560,abrir_pdf.php?id=ANU-M-2007-10055500560
ANU-M-2007-10056500568,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D.Enrique Fuentes Quintana,Enrique Fuentes Quintana,1,2007,00565,00568,abrir_pdf.php?id=ANU-M-2007-10056500568
ANU-M-2007-10056900572,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Marcelino Oreja Aguirre,Marcelino Oreja Aguirre,1,2007,00569,00572,abrir_pdf.php?id=ANU-M-2007-10056900572
ANU-M-2007-10057300576,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Juan Velarde Fuertes,Juan Velarde Fuertes,1,2007,00573,00576,abrir_pdf.php?id=ANU-M-2007-10057300576
ANU-M-2007-10057700582,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Pedro González-Trevijano,Pedro González-Trevijano,1,2007,00577,00582,abrir_pdf.php?id=ANU-M-2007-10057700582
ANU-M-2007-10058300586,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Gonzalo Anes y Álvarez de Castrillón,Gonzalo Anes y Álvarez de Castrillón,1,2007,00583,00586,abrir_pdf.php?id=ANU-M-2007-10058300586
ANU-M-2007-10058700592,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Salustiano del Campo Urbano,Salustiano del Campo Urbano,1,2007,00587,00592,abrir_pdf.php?id=ANU-M-2007-10058700592
ANU-M-2007-10059300602,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Manuel Fraga Iribarne. Discurso del Excmo. Sr. D. Manuel Fraga Iribarne,Manuel Fraga Iribarne,1,2007,00593,00602,abrir_pdf.php?id=ANU-M-2007-10059300602
ANU-M-2007-10060300630,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Marcelino Menéndez y Pelayo. Discurso del Excmo. Sr. D. José María Serrano Sanz,Manuel Serrano Sanz,1,2007,00603,00630,abrir_pdf.php?id=ANU-M-2007-10060300630
ANU-M-2007-10063100652,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Marcelino Menéndez y Pelayo. Discurso del Excmo. Sr. D. Pedro Cerezo Galán,Pedro Cerezo Galán,1,2007,00631,00652,abrir_pdf.php?id=ANU-M-2007-10063100652
ANU-M-2007-10065300665,Otras Actividades Académicas. Homenajes académicos,Homenaje a D. Marcelino Menéndez y Pelayo. Discurso del Excmo. Sr. D. Dalmacio Negro Pavón,Dalmacio Negro Pavón,1,2007,00653,00665,abrir_pdf.php?id=ANU-M-2007-10065300665
ANU-M-2007-10066900672,Otras Actividades Académicas. Actos públicos,Presentación del número I(2) de la revista de Libros de Economía y Empresa,RACMYP,1,2007,00669,00672,abrir_pdf.php?id=ANU-M-2007-10066900672
ANU-M-2007-10067300682,Otras Actividades Académicas. Actos públicos,"Presentación del libro ""Memorias"" de José Larraz. Palabras del Excmo. Sr. D. José Angel Sánchez Asiaín", José Ángel Sánchez Asiaín,1,2007,00673,00682,abrir_pdf.php?id=ANU-M-2007-10067300682
ANU-M-2007-10068300694,Otras Actividades Académicas. Actos públicos,"Presentación del libro ""Memorias"" de José Larraz. Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2007,00683,00694,abrir_pdf.php?id=ANU-M-2007-10068300694
ANU-M-2007-10069500706,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Una voz de la tercera España. Julián Marías, 1939"". Palabras del Excmo. Sr. D. Helio Carpintero Capell",Heliodoro Carpintero Capell,1,2007,00695,00706,abrir_pdf.php?id=ANU-M-2007-10069500706
ANU-M-2007-10070700712,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Una voz de la tercera España. Julián Marías, 1939"". Palabras del Excmo. Sr. D. José Luis Pinillos Díaz",José Luis Pinillos Díaz,1,2007,00707,00712,abrir_pdf.php?id=ANU-M-2007-10070700712
ANU-M-2007-10071300720,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Una voz de la tercera España. Julián Marías, 1939"". Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2007,00713,00720,abrir_pdf.php?id=ANU-M-2007-10071300720
ANU-M-2007-10072100726,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Energía: del monopolio al mercado. CNE, diez años en perspectiva"". Palabras del Excmo. Sr. D. José Luis García Delgado",José Luis García Delgado,1,2007,00721,00726,abrir_pdf.php?id=ANU-M-2007-10072100726
ANU-M-2007-10072700730,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Energía: del monopolio al mercado. CNE, diez años en perspectiva"". Palabras de D. Juan Carlos Jiménez",Juan Carlos Jiménez,1,2007,00727,00730,abrir_pdf.php?id=ANU-M-2007-10072700730
ANU-M-2007-10073100734,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Energía: del monopolio al mercado. CNE, diez años en perspectiva"". Palabras de Dª María Teresa Costa Campí",Mª Teresa Costa Campí,1,2007,00731,00734,abrir_pdf.php?id=ANU-M-2007-10073100734
ANU-M-2007-10073500746,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""La energía en la España del siglo XXI: 200-2025"". Palabras de D. Juan Avilés Trigueros",Juan Avilés Trigueros,1,2007,00735,00746,abrir_pdf.php?id=ANU-M-2007-10073500746
ANU-M-2007-10074700750,Otras Actividades Académicas. Actos públicos,".Presentación de la obra ""La energía en la España del siglo XXI: 200-2025"". Palabras de D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2007,00747,00750,abrir_pdf.php?id=ANU-M-2007-10074700750
ANU-M-2007-10075300764,Otras Actividades Académicas. Noticiario académico,Crónica académica,RACMYP,1,2007,00753,00764,abrir_pdf.php?id=ANU-M-2007-10075300764
ANU-M-2007-10076500765,Otras Actividades Académicas. Noticiario académico,Disertaciones,RACMYP,1,2007,00765,00765,abrir_pdf.php?id=ANU-M-2007-10076500765
ANU-M-2008-10000700016,Intervenciones Académicas. Secciones. Ciencias Filosóficas,Qué quiere decir realidad,José Luis Pinillos Díaz,1,2008,00007,00016,abrir_pdf.php?id=ANU-M-2008-10000700016
ANU-M-2008-10001700034,Intervenciones Académicas. Secciones. Ciencias Filosóficas,El conocimiento de los valores,Alfonso López Quintás,1,2008,00017,00034,abrir_pdf.php?id=ANU-M-2008-10001700034
ANU-M-2008-10003500070,Intervenciones Académicas. Secciones. Ciencias Filosóficas,J. Ratzinger-Benedicto XVI: Jesús de Nararet,Olegario González de Cardedal,1,2008,00035,00070,abrir_pdf.php?id=ANU-M-2008-10003500070
ANU-M-2008-10007100086,Intervenciones Académicas. Secciones. Ciencias Filosóficas,Reflexiones sobre la ciudadanía moderna,Gregorio Peces-Barba Martínez,1,2008,00071,00086,abrir_pdf.php?id=ANU-M-2008-10007100086
ANU-M-2008-10008700144,Intervenciones Académicas. Secciones. Ciencias Filosóficas,El mito del hombre nuevo,Dalmacio Negro Pavón,1,2008,00087,00144,abrir_pdf.php?id=ANU-M-2008-10008700144
ANU-M-2008-10014500180,Intervenciones Académicas. Secciones. Ciencias Filosóficas,Tolerancia y pluralismo cultural,Pedro Cerezo Galán,1,2008,00145,00180,abrir_pdf.php?id=ANU-M-2008-10014500180
ANU-M-2008-10018100206,Intervenciones Académicas. Secciones. Ciencias Filosóficas,Consideraciones psicológicas sobre la violencia. Una tradición española,Heliodoro Carpintero Capell,1,2008,00181,00206,abrir_pdf.php?id=ANU-M-2008-10018100206
ANU-M-2008-10020700219,Intervenciones Académicas. Secciones. Ciencias Filosóficas,Sobre la raíz de la utopía,Mariano Álvarez Gómez,1,2008,00207,00219,abrir_pdf.php?id=ANU-M-2008-10020700219
ANU-M-2008-10022300228,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,La crisis del derecho,Manuel Fraga Iribarne,1,2008,00223,00228,abrir_pdf.php?id=ANU-M-2008-10022300228
ANU-M-2008-10022900252,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,La selección de los jueces,José González Pérez,1,2008,00229,00252,abrir_pdf.php?id=ANU-M-2008-10022900252
ANU-M-2008-10025300268,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Lo desechado y lo recibido de la concepción filosófica de Hegel por la ciencia del derecho del siglo XX.,Juan Vallet de Goytisolo,1,2008,00253,00268,abrir_pdf.php?id=ANU-M-2008-10025300268
ANU-M-2008-10026900321,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Tipología del pensamiento conservador,Miguel Herrero y Rodríguez de Miñón,1,2008,00269,00321,abrir_pdf.php?id=ANU-M-2008-10026900321
ANU-M-2008-10032200334,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Tener y estar en Constitución,Pablo Lucas Verdú,1,2008,00322,00334,abrir_pdf.php?id=ANU-M-2008-10032200334
ANU-M-2008-10033500346,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,"Juventud, vejez y política",Sabino Fernández Campo,1,2008,00335,00346,abrir_pdf.php?id=ANU-M-2008-10033500346
ANU-M-2008-10034700368,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Estado y comunidad política. La actualidad de la doctrina del Concilio Vaticano II para la fundamentación ética del estado democrático de derecho.,Antonio María Rouco Varela,1,2008,00347,00368,abrir_pdf.php?id=ANU-M-2008-10034700368
ANU-M-2008-10036900372,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Los partidos políticos en las democracias del siglo XXI,Manuel Jiménez de Parga y Cabrera,1,2008,00369,00372,abrir_pdf.php?id=ANU-M-2008-10036900372
ANU-M-2008-10037300384,Intervenciones Académicas. Secciones. Ciencias Políticas y Jurídicas,Algunas reflexiones sobre la noción de Comunidad Internacional,Juan Antonio Carrillo Salcedo,1,2008,00373,00384,abrir_pdf.php?id=ANU-M-2008-10037300384
ANU-M-2008-10038700406,Intervenciones Académicas. Secciones. Ciencias Sociales,Consideracionens sobre la situación económica española actual,Juan Velarde Fuertes,1,2008,00387,00406,abrir_pdf.php?id=ANU-M-2008-10038700406
ANU-M-2008-10040700424,Intervenciones Académicas. Secciones. Ciencias Sociales,Demografía y desarrollo urbano,Salustiano del Campo Urbano,1,2008,00407,00424,abrir_pdf.php?id=ANU-M-2008-10040700424
ANU-M-2008-10042500434,Intervenciones Académicas. Secciones. Ciencias Sociales,El mal es el Otro... y nosotros,Carmelo Lisón Tolosana,1,2008,00425,00434,abrir_pdf.php?id=ANU-M-2008-10042500434
ANU-M-2008-10043500448,Intervenciones Académicas. Secciones. Ciencias Sociales,"Constitución, ambiente y personalidad",José María Segovia de Arana,1,2008,00435,00448,abrir_pdf.php?id=ANU-M-2008-10043500448
ANU-M-2008-10044900464,Intervenciones Académicas. Secciones. Ciencias Sociales,De la Constitución europea al Tratado de Lisboa,Marcelino Oreja Aguirre,1,2008,00449,00464,abrir_pdf.php?id=ANU-M-2008-10044900464
ANU-M-2008-10046500486,Intervenciones Académicas. Secciones. Ciencias Sociales,La evolución de la nupcialidad en España,Julio Iglesias de Ussel,1,2008,00465,00486,abrir_pdf.php?id=ANU-M-2008-10046500486
ANU-M-2008-10048700503,Intervenciones Académicas. Secciones. Ciencias Sociales,Responsabilidad personal y responsabilidad del Estado,Alejandro Nieto García,1,2008,00487,00503,abrir_pdf.php?id=ANU-M-2008-10048700503
ANU-M-2008-10050700514,Intervenciones Académicas. Secciones. Ciencias Económicas,Fluctuaciones económicas y crisis recientes,Luis Angel Rojo Duque,1,2008,00507,00514,abrir_pdf.php?id=ANU-M-2008-10050700514
ANU-M-2008-10051500532,Intervenciones Académicas. Secciones. Ciencias Económicas,Recursos económicos y organización territorial en la República de la Guerra Civil, José Ángel Sánchez Asiaín,1,2008,00515,00532,abrir_pdf.php?id=ANU-M-2008-10051500532
ANU-M-2008-10053300546,Intervenciones Académicas. Secciones. Ciencias Económicas,La actual crisis financiera: enseñanzas para un supervisor de mercados,Julio Segura Sánchez,1,2008,00533,00546,abrir_pdf.php?id=ANU-M-2008-10053300546
ANU-M-2008-10054700582,Intervenciones Académicas. Secciones. Ciencias Económicas,Economía del cambio climático,Jaime Terceiro Lomba,1,2008,00547,00582,abrir_pdf.php?id=ANU-M-2008-10054700582
ANU-M-2008-10058300600,Intervenciones Académicas. Secciones. Ciencias Económicas,Competencia en los bienes de la protección social y Tratado de la Unión Europea,José Barea Tejeiro,1,2008,00583,00600,abrir_pdf.php?id=ANU-M-2008-10058300600
ANU-M-2008-10060100610,Intervenciones Académicas. Secciones. Ciencias Económicas,Sobre el valor económico del español,José Luis García Delgado,1,2008,00601,00610,abrir_pdf.php?id=ANU-M-2008-10060100610
ANU-M-2008-10061100626,Intervenciones Académicas. Secciones. Ciencias Económicas,"La Guerra de la Independencia en los ""Episodios Nacionales""",José María Serrano Sanz,1,2008,00611,00626,abrir_pdf.php?id=ANU-M-2008-10061100626
ANU-M-2008-10062700648,Intervenciones Académicas. Secciones. Ciencias Económicas,El euro y la política: la desunión hace la fuerza,Pedro Schwartz Girón,1,2008,00627,00648,abrir_pdf.php?id=ANU-M-2008-10062700648
ANU-M-2008-10065100674,Intervenciones Académicas. Otras disertaciones,Los atentados al modelo de justicia de la Constitución de 1978,Jesús González Pérez,1,2008,00651,00674,abrir_pdf.php?id=ANU-M-2008-10065100674
ANU-M-2008-10067500716,Intervenciones Académicas. Otras disertaciones,Sobre el nacionalismo español del siglo XX y el nacionalcatolicismo,José Manuel Cuenca Toribio,1,2008,00675,00716,abrir_pdf.php?id=ANU-M-2008-10067500716
ANU-M-2008-10071700732,Intervenciones Académicas. Otras disertaciones,"La música, contexto y pretexto en la historia",Augusto Ferrero Costa,1,2008,00717,00732,abrir_pdf.php?id=ANU-M-2008-10071700732
ANU-M-2008-10073300742,Intervenciones Académicas. Otras disertaciones,¿Para qué sirve hoy la antropología?,Bernard Traimond,1,2008,00733,00742,abrir_pdf.php?id=ANU-M-2008-10073300742
ANU-M-2008-10074300756,Intervenciones Académicas. Otras disertaciones,La tarea del Estado como promotor de valores y sentido. Una reflexión filosófica,Henrich Beck,1,2008,00743,00756,abrir_pdf.php?id=ANU-M-2008-10074300756
ANU-M-2008-10075700805,Intervenciones Académicas. Otras disertaciones,Castilla y León: legado histórico y perspectivas económicas futuras,María Josefa Fernández Arufe,1,2008,00757,00805,abrir_pdf.php?id=ANU-M-2008-10075700805
ANU-M-2008-10081100820,Otras Actividades Académicas. Nuevos ingresos,"""Extracto del Discurso de Ingreso del Excmo. Sr. D. LUIS GONZÁLEZ SEARA: De la identidad nacional a la globalización insegura",Luis González Seara,1,2008,00811,00820,abrir_pdf.php?id=ANU-M-2008-10081100820
ANU-M-2008-10082500830,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Enrique Fuentes Quintana"". Palabras del Excmo. Sr. D. José María Serrano Sanz",José María Serrano Sanz,1,2008,00825,00830,abrir_pdf.php?id=ANU-M-2008-10082500830
ANU-M-2008-10083100836,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Enrique Fuentes Quintana"". Palabras del Excmo. Sr. D. José Ángel Sánchez Asiaín", José Ángel Sánchez Asiaín,1,2008,00831,00836,abrir_pdf.php?id=ANU-M-2008-10083100836
ANU-M-2008-10083700844,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Enrique Fuentes Quintana"". Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2008,00837,00844,abrir_pdf.php?id=ANU-M-2008-10083700844
ANU-M-2008-10084500846,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D.Leopoldo Calvo Sotelo y Bustelo"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,00845,00846,abrir_pdf.php?id=ANU-M-2008-10084500846
ANU-M-2008-10084700852,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Leopoldo Calvo-Sotelo y Bustelo"". Palabras del Excmo. Sr. D. Marcelino Oreja Aguirre",Marcelino Oreja Aguirre,1,2008,00847,00852,abrir_pdf.php?id=ANU-M-2008-10084700852
ANU-M-2008-10085300864,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Leopoldo Calvo-Sotelo y Bustelo"". Palabras del Excmo. Sr. D. Olegario González de Cardedal",Olegario González de Cardedal,1,2008,00853,00864,abrir_pdf.php?id=ANU-M-2008-10085300864
ANU-M-2008-10086500868,Otras Actividades Académicas. Necrologías,"""In Memoriam: Excmo. Sr. D. Leopoldo Calvo-Sotelo y Bustelo"". Palabras del Excmo. Sr. D. Salustiano del Campo Urbano",Salustiano del Campo Urbano,1,2008,00865,00868,abrir_pdf.php?id=ANU-M-2008-10086500868
ANU-M-2008-10087300880,Otras Actividades Académicas. Actos públicos,150 Aniversario de la Real Academia. Palabras de D. M. Jean Baechler,M. Jean Baechler,1,2008,00873,00880,abrir_pdf.php?id=ANU-M-2008-10087300880
ANU-M-2008-10088100886,Otras Actividades Académicas. Actos públicos,150 Aniversario de la Real Academia. Palabras de D. Gregorio Badeni,Gregorio Badeni,1,2008,00881,00886,abrir_pdf.php?id=ANU-M-2008-10088100886
ANU-M-2008-10088700894,Otras Actividades Académicas. Actos públicos,150 Aniversario de la Real Academia. Palabras del Excmo. D. Sabino Fernández Campo,Sabino Fernández Campo,1,2008,00887,00894,abrir_pdf.php?id=ANU-M-2008-10088700894
ANU-M-2008-10089500900,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Entre la historia y la memoria. Fernando María Castiella y la política exterior de España. 1957-1969"". Palabras del Excmo. Sr. D. Marcelino Oreja Aguirre",Marcelino Oreja Aguirre,1,2008,00895,00900,abrir_pdf.php?id=ANU-M-2008-10089500900
ANU-M-2008-10090100904,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Entre la historia y la memoria. Fernando María Castiella y la política exterior de España. 1957-1969"". Palabras del D. Rafael Sánchez Mantero",Rafael Sánchez Mantero,1,2008,00901,00904,abrir_pdf.php?id=ANU-M-2008-10090100904
ANU-M-2008-10090500912,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Entre la historia y la memoria. Fernando María Castiella y la política exterior de España. 1957-1969"". Palabras del Excmo. Sr. D.Juan Velarde Fuertes",Juan Velarde Fuertes,1,2008,00905,00912,abrir_pdf.php?id=ANU-M-2008-10090500912
ANU-M-2008-10091300914,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Entre la historia y la memoria. Fernando María Castiella y la política exterior de España. 1957-1969"". Palabras del Excmo. Sr. D. Gonzalo Anes y Álvarez de Castrillón",Gonzalo Anes y Álvarez de Castrillón,1,2008,00913,00914,abrir_pdf.php?id=ANU-M-2008-10091300914
ANU-M-2008-10091500918,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Entre la historia y la memoria. Fernando María Castiella y la política exterior de España. 1957-1969"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,00915,00918,abrir_pdf.php?id=ANU-M-2008-10091500918
ANU-M-2008-10091900924,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""El derecho en teoría"". Palabras del Excmo. Sr. D. Francisco Hernando de Santiago",Francisco Hernando de Santiago,1,2008,00919,00924,abrir_pdf.php?id=ANU-M-2008-10091900924
ANU-M-2008-10092500930,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""El derecho en teoría"". Palabras del Excmo. Sr. D. Óscar Alzaga Villamil",Óscar Alzaga Villaamil,1,2008,00925,00930,abrir_pdf.php?id=ANU-M-2008-10092500930
ANU-M-2008-10093100938,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""El derecho en teoría"". Palabras del Excmo. Sr. D. Julio Iglesias Ussel",Julio Iglesias de Ussel,1,2008,00931,00938,abrir_pdf.php?id=ANU-M-2008-10093100938
ANU-M-2008-10093900946,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""El derecho en teoría"". Palabras del Excmo. Sr. D. Andrés Ollero Tassara",Andrés Ollero Tassara,1,2008,00939,00946,abrir_pdf.php?id=ANU-M-2008-10093900946
ANU-M-2008-10094700948,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Antonio Flores Lemus. Años de formación universitaria. Correspondencia con Francisco Giner de los Ríos"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,00947,00948,abrir_pdf.php?id=ANU-M-2008-10094700948
ANU-M-2008-10094900952,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Antonio Flores Lemus. Años de formación universitaria. Correspondencia con Francisco Giner de los Ríos"". Palabras del Excmo. Sr. D. José Luis García Delgado",José Luis García Delgado,1,2008,00949,00952,abrir_pdf.php?id=ANU-M-2008-10094900952
ANU-M-2008-10095300956,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Antonio Flores Lemus. Años de formación universitaria. Correspondencia con Francisco Giner de los Ríos"". Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2008,00953,00956,abrir_pdf.php?id=ANU-M-2008-10095300956
ANU-M-2008-10095700976,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Antonio Flores Lemus. Años de formación universitaria. Correspondencia con Francisco Giner de los Ríos"". Palabras del Excmo. Sr. D. José Miguel Fernández Pérez",José Miguel Fernández Pérez,1,2008,00957,00976,abrir_pdf.php?id=ANU-M-2008-10095700976
ANU-M-2008-10097700978,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Pensamiento económico de José Barea. El legado de un economista de estado"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,00977,00978,abrir_pdf.php?id=ANU-M-2008-10097700978
ANU-M-2008-10097900984,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Pensamiento económico de José Barea. El legado de un economista de estado"". Palabras del Excmo. Sr. D. Leandro Cañibano",Leandro Cañibano,1,2008,00979,00984,abrir_pdf.php?id=ANU-M-2008-10097900984
ANU-M-2008-10098500988,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Pensamiento económico de José Barea. El legado de un economista de estado"". Palabras del Excmo. Sr. D. Juan Velarde Fuertes",Juan Velarde Fuertes,1,2008,00985,00988,abrir_pdf.php?id=ANU-M-2008-10098500988
ANU-M-2008-10098900996,Otras Actividades Académicas. Actos públicos,"Presentación de la obra "" Pensamiento económico de José Barea. El legado de un economista de estado"". Palabras del Excmo. Sr. D. José Barea Tejeiro",José Barea Tejeiro,1,2008,00989,00996,abrir_pdf.php?id=ANU-M-2008-10098900996
ANU-M-2008-10099700998,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Sobre Elías de Tejada"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,00997,00998,abrir_pdf.php?id=ANU-M-2008-10099700998
ANU-M-2008-10099901008,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""Sobre Elías de Tejada"". Palabras del Sr. D. Miguel Ayuso Torres",Miguel Ayuso Torres,1,2008,00999,01008,abrir_pdf.php?id=ANU-M-2008-10099901008
ANU-M-2008-10100901010,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""España, el infierno de Napoleón"". Palabras del Excmo. Sr. D. Sabino Fernández Campo",Sabino Fernández Campo,1,2008,01009,01010,abrir_pdf.php?id=ANU-M-2008-10100901010
ANU-M-2008-10101101014,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""España, el infierno de Napoleón"". Palabras del Excmo. Sr. D.Juan Velarde Fuertes",Juan Velarde Fuertes,1,2008,01011,01014,abrir_pdf.php?id=ANU-M-2008-10101101014
ANU-M-2008-10101501018,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""España, el infierno de Napoleón"". Palabras de D.Hugo O´Donnell",Hugo O´Donnell,1,2008,01015,01018,abrir_pdf.php?id=ANU-M-2008-10101501018
ANU-M-2008-10101901024,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""España, el infierno de Napoleón"". Palabras del Excmo. Sr. D. José María Serrano Sanz",José María Serrano Sanz,1,2008,01019,01024,abrir_pdf.php?id=ANU-M-2008-10101901024
ANU-M-2008-10102501032,Otras Actividades Académicas. Actos públicos,"Presentación de la obra ""España, el infierno de Napoleón"". Palabras de D. Emilio de Diego",Emilio de Diego,1,2008,01025,01032,abrir_pdf.php?id=ANU-M-2008-10102501032
